instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,day_type,year_label,month_name,weekday_name
4211,2011-06-29,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540,Fall,Clear,Working Day,2011,June,Wednesday
4212,2011-06-29,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,189,221,Fall,Clear,Working Day,2011,June,Wednesday
4213,2011-06-29,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,95,126,Fall,Clear,Working Day,2011,June,Wednesday
4214,2011-06-29,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170,Fall,Clear,Working Day,2011,June,Wednesday
4215,2011-06-29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243,Fall,Clear,Working Day,2011,June,Wednesday
4216,2011-06-29,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231,Fall,Clear,Working Day,2011,June,Wednesday
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188,Fall,Clear,Working Day,2011,June,Wednesday
4218,2011-06-29,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189,Fall,Clear,Working Day,2011,June,Wednesday
4219,2011-06-29,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328,Fall,Clear,Working Day,2011,June,Wednesday
4220,2011-06-29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570,Fall,Clear,Working Day,2011,June,Wednesday
4221,2011-06-29,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588,Fall,Clear,Working Day,2011,June,Wednesday
4222,2011-06-29,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401,Fall,Clear,Working Day,2011,June,Wednesday
4223,2011-06-29,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,264,333,Fall,Clear,Working Day,2011,June,Wednesday
4224,2011-06-29,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221,Fall,Clear,Working Day,2011,June,Wednesday
4225,2011-06-29,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,151,183,Fall,Clear,Working Day,2011,June,Wednesday
4226,2011-06-29,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,97,129,Fall,Clear,Working Day,2011,June,Wednesday
4227,2011-06-30,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54,Fall,Clear,Working Day,2011,June,Thursday
4228,2011-06-30,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32,Fall,Clear,Working Day,2011,June,Thursday
4229,2011-06-30,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8,Fall,Clear,Working Day,2011,June,Thursday
4230,2011-06-30,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9,Fall,Clear,Working Day,2011,June,Thursday
4231,2011-06-30,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6,Fall,Clear,Working Day,2011,June,Thursday
4232,2011-06-30,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25,Fall,Clear,Working Day,2011,June,Thursday
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123,Fall,Clear,Working Day,2011,June,Thursday
4234,2011-06-30,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320,Fall,Clear,Working Day,2011,June,Thursday
4235,2011-06-30,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555,Fall,Clear,Working Day,2011,June,Thursday
4236,2011-06-30,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260,Fall,Clear,Working Day,2011,June,Thursday
4237,2011-06-30,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132,Fall,Clear,Working Day,2011,June,Thursday
4238,2011-06-30,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169,Fall,Clear,Working Day,2011,June,Thursday
4239,2011-06-30,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233,Fall,Clear,Working Day,2011,June,Thursday
4240,2011-06-30,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232,Fall,Clear,Working Day,2011,June,Thursday
4241,2011-06-30,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163,Fall,Clear,Working Day,2011,June,Thursday
4242,2011-06-30,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240,Fall,Clear,Working Day,2011,June,Thursday
4243,2011-06-30,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323,Fall,Clear,Working Day,2011,June,Thursday
4244,2011-06-30,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594,Fall,Clear,Working Day,2011,June,Thursday
4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586,Fall,Clear,Working Day,2011,June,Thursday
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455,Fall,Clear,Working Day,2011,June,Thursday
4247,2011-06-30,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340,Fall,Clear,Working Day,2011,June,Thursday
4248,2011-06-30,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323,Fall,Clear,Working Day,2011,June,Thursday
4249,2011-06-30,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207,Fall,Clear,Working Day,2011,June,Thursday
4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126,Fall,Clear,Working Day,2011,June,Thursday
4251,2011-07-01,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20,48,68,Fall,Clear,Working Day,2011,July,Friday
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15,16,31,Fall,Clear,Working Day,2011,July,Friday
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13,Fall,Clear,Working Day,2011,July,Friday
4254,2011-07-01,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5,6,11,Fall,Clear,Working Day,2011,July,Friday
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1,5,6,Fall,Clear,Working Day,2011,July,Friday
4256,2011-07-01,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30,Fall,Clear,Working Day,2011,July,Friday
4257,2011-07-01,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108,Fall,Clear,Working Day,2011,July,Friday
4258,2011-07-01,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243,Fall,Clear,Working Day,2011,July,Friday
4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492,Fall,Clear,Working Day,2011,July,Friday
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260,Fall,Clear,Working Day,2011,July,Friday
4261,2011-07-01,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170,Fall,Clear,Working Day,2011,July,Friday
4262,2011-07-01,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68,146,214,Fall,Clear,Working Day,2011,July,Friday
4263,2011-07-01,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83,180,263,Fall,Clear,Working Day,2011,July,Friday
4264,2011-07-01,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83,209,292,Fall,Clear,Working Day,2011,July,Friday
4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303,Fall,Clear,Working Day,2011,July,Friday
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381,Fall,Clear,Working Day,2011,July,Friday
4267,2011-07-01,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0.0,85,342,427,Fall,Clear,Working Day,2011,July,Friday
4268,2011-07-01,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461,Fall,Clear,Working Day,2011,July,Friday
4269,2011-07-01,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422,Fall,Clear,Working Day,2011,July,Friday
4270,2011-07-01,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318,Fall,Clear,Working Day,2011,July,Friday
4271,2011-07-01,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269,Fall,Clear,Working Day,2011,July,Friday
4272,2011-07-01,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218,Fall,Clear,Working Day,2011,July,Friday
4273,2011-07-01,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0.0,49,173,222,Fall,Clear,Working Day,2011,July,Friday
4274,2011-07-01,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140,Fall,Clear,Working Day,2011,July,Friday
4275,2011-07-02,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4276,2011-07-02,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0.0,20,58,78,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4277,2011-07-02,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0.0,9,43,52,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4278,2011-07-02,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0.0,5,21,26,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4279,2011-07-02,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0,3,8,11,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4280,2011-07-02,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4281,2011-07-02,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4282,2011-07-02,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0.0,10,35,45,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4283,2011-07-02,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4284,2011-07-02,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4285,2011-07-02,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4286,2011-07-02,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4287,2011-07-02,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4288,2011-07-02,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4289,2011-07-02,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4290,2011-07-02,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4291,2011-07-02,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4292,2011-07-02,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4293,2011-07-02,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4294,2011-07-02,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4295,2011-07-02,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4296,2011-07-02,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4297,2011-07-02,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4298,2011-07-02,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154,Fall,Clear,Weekend/Holiday,2011,July,Saturday
4299,2011-07-03,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4300,2011-07-03,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78,Fall,Mist,Weekend/Holiday,2011,July,Sunday
4301,2011-07-03,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4302,2011-07-03,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33,Fall,Light Rain/Snow,Weekend/Holiday,2011,July,Sunday
4303,2011-07-03,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5,Fall,Light Rain/Snow,Weekend/Holiday,2011,July,Sunday
4304,2011-07-03,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1,Fall,Light Rain/Snow,Weekend/Holiday,2011,July,Sunday
4305,2011-07-03,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3,Fall,Mist,Weekend/Holiday,2011,July,Sunday
4306,2011-07-03,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25,Fall,Mist,Weekend/Holiday,2011,July,Sunday
4307,2011-07-03,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4308,2011-07-03,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4309,2011-07-03,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4310,2011-07-03,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4311,2011-07-03,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4312,2011-07-03,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4315,2011-07-03,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4316,2011-07-03,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358,Fall,Light Rain/Snow,Weekend/Holiday,2011,July,Sunday
4317,2011-07-03,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181,Fall,Light Rain/Snow,Weekend/Holiday,2011,July,Sunday
4318,2011-07-03,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183,Fall,Mist,Weekend/Holiday,2011,July,Sunday
4319,2011-07-03,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0.0,83,93,176,Fall,Light Rain/Snow,Weekend/Holiday,2011,July,Sunday
4320,2011-07-03,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167,Fall,Mist,Weekend/Holiday,2011,July,Sunday
4321,2011-07-03,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162,Fall,Mist,Weekend/Holiday,2011,July,Sunday
4322,2011-07-03,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147,Fall,Clear,Weekend/Holiday,2011,July,Sunday
4323,2011-07-04,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140,Fall,Clear,Weekend/Holiday,2011,July,Monday
4324,2011-07-04,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119,Fall,Clear,Weekend/Holiday,2011,July,Monday
4325,2011-07-04,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0.0,33,30,63,Fall,Clear,Weekend/Holiday,2011,July,Monday
4326,2011-07-04,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0.0,13,13,26,Fall,Clear,Weekend/Holiday,2011,July,Monday
4327,2011-07-04,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12,Fall,Mist,Weekend/Holiday,2011,July,Monday
4328,2011-07-04,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4,Fall,Mist,Weekend/Holiday,2011,July,Monday
4329,2011-07-04,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16,Fall,Clear,Weekend/Holiday,2011,July,Monday
4330,2011-07-04,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36,Fall,Clear,Weekend/Holiday,2011,July,Monday
4331,2011-07-04,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86,Fall,Clear,Weekend/Holiday,2011,July,Monday
4332,2011-07-04,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238,Fall,Mist,Weekend/Holiday,2011,July,Monday
4333,2011-07-04,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280,Fall,Mist,Weekend/Holiday,2011,July,Monday
4334,2011-07-04,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349,Fall,Mist,Weekend/Holiday,2011,July,Monday
4335,2011-07-04,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0.0,237,210,447,Fall,Mist,Weekend/Holiday,2011,July,Monday
4336,2011-07-04,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0.0,242,181,423,Fall,Mist,Weekend/Holiday,2011,July,Monday
4337,2011-07-04,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0.0,235,173,408,Fall,Clear,Weekend/Holiday,2011,July,Monday
4338,2011-07-04,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408,Fall,Clear,Weekend/Holiday,2011,July,Monday
4339,2011-07-04,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0,236,216,452,Fall,Clear,Weekend/Holiday,2011,July,Monday
4340,2011-07-04,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0.0,240,196,436,Fall,Clear,Weekend/Holiday,2011,July,Monday
4341,2011-07-04,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418,Fall,Clear,Weekend/Holiday,2011,July,Monday
4342,2011-07-04,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375,Fall,Mist,Weekend/Holiday,2011,July,Monday
4343,2011-07-04,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386,Fall,Mist,Weekend/Holiday,2011,July,Monday
4344,2011-07-04,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457,Fall,Mist,Weekend/Holiday,2011,July,Monday
4345,2011-07-04,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326,Fall,Mist,Weekend/Holiday,2011,July,Monday
4346,2011-07-04,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138,Fall,Mist,Weekend/Holiday,2011,July,Monday
4347,2011-07-05,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55,Fall,Mist,Working Day,2011,July,Tuesday
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39,Fall,Clear,Working Day,2011,July,Tuesday
4349,2011-07-05,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13,Fall,Clear,Working Day,2011,July,Tuesday
4350,2011-07-05,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8,Fall,Clear,Working Day,2011,July,Tuesday
4351,2011-07-05,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5,Fall,Clear,Working Day,2011,July,Tuesday
4352,2011-07-05,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0.0,1,19,20,Fall,Clear,Working Day,2011,July,Tuesday
4353,2011-07-05,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94,Fall,Clear,Working Day,2011,July,Tuesday
4354,2011-07-05,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270,Fall,Clear,Working Day,2011,July,Tuesday
4355,2011-07-05,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432,Fall,Clear,Working Day,2011,July,Tuesday
4356,2011-07-05,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227,Fall,Clear,Working Day,2011,July,Tuesday
4357,2011-07-05,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139,Fall,Clear,Working Day,2011,July,Tuesday
4358,2011-07-05,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172,Fall,Clear,Working Day,2011,July,Tuesday
4359,2011-07-05,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201,Fall,Clear,Working Day,2011,July,Tuesday
4360,2011-07-05,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203,Fall,Clear,Working Day,2011,July,Tuesday
4361,2011-07-05,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178,Fall,Clear,Working Day,2011,July,Tuesday
4362,2011-07-05,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162,Fall,Clear,Working Day,2011,July,Tuesday
4363,2011-07-05,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281,Fall,Clear,Working Day,2011,July,Tuesday
4364,2011-07-05,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545,Fall,Clear,Working Day,2011,July,Tuesday
4365,2011-07-05,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496,Fall,Clear,Working Day,2011,July,Tuesday
4366,2011-07-05,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368,Fall,Clear,Working Day,2011,July,Tuesday
4367,2011-07-05,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284,Fall,Clear,Working Day,2011,July,Tuesday
4368,2011-07-05,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245,Fall,Clear,Working Day,2011,July,Tuesday
4369,2011-07-05,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155,Fall,Clear,Working Day,2011,July,Tuesday
4370,2011-07-05,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73,Fall,Clear,Working Day,2011,July,Tuesday
4371,2011-07-06,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37,Fall,Clear,Working Day,2011,July,Wednesday
4372,2011-07-06,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15,Fall,Clear,Working Day,2011,July,Wednesday
4373,2011-07-06,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5,Fall,Clear,Working Day,2011,July,Wednesday
4374,2011-07-06,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6,Fall,Clear,Working Day,2011,July,Wednesday
4375,2011-07-06,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6,Fall,Mist,Working Day,2011,July,Wednesday
4376,2011-07-06,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35,Fall,Clear,Working Day,2011,July,Wednesday
4377,2011-07-06,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121,Fall,Clear,Working Day,2011,July,Wednesday
4378,2011-07-06,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312,Fall,Mist,Working Day,2011,July,Wednesday
4379,2011-07-06,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428,Fall,Mist,Working Day,2011,July,Wednesday
4380,2011-07-06,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189,Fall,Light Rain/Snow,Working Day,2011,July,Wednesday
4381,2011-07-06,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43,Fall,Light Rain/Snow,Working Day,2011,July,Wednesday
4382,2011-07-06,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0.0,24,103,127,Fall,Mist,Working Day,2011,July,Wednesday
4383,2011-07-06,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152,Fall,Mist,Working Day,2011,July,Wednesday
4384,2011-07-06,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140,Fall,Mist,Working Day,2011,July,Wednesday
4385,2011-07-06,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163,Fall,Clear,Working Day,2011,July,Wednesday
4386,2011-07-06,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185,Fall,Clear,Working Day,2011,July,Wednesday
4387,2011-07-06,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275,Fall,Clear,Working Day,2011,July,Wednesday
4388,2011-07-06,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596,Fall,Clear,Working Day,2011,July,Wednesday
4389,2011-07-06,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563,Fall,Clear,Working Day,2011,July,Wednesday
4390,2011-07-06,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394,Fall,Clear,Working Day,2011,July,Wednesday
4391,2011-07-06,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312,Fall,Clear,Working Day,2011,July,Wednesday
4392,2011-07-06,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241,Fall,Clear,Working Day,2011,July,Wednesday
4393,2011-07-06,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186,Fall,Clear,Working Day,2011,July,Wednesday
4394,2011-07-06,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98,Fall,Clear,Working Day,2011,July,Wednesday
4395,2011-07-07,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35,Fall,Clear,Working Day,2011,July,Thursday
